author_name,author_from,comment_title,comment_body,comment_date
Irma F,"Curitiba, PR",Parque pura energia!,"Um parque que se mistura completamente com a natureza selvagem e encantada! Com seus animais circulando naturalmente e respeitado por todos, os patos e capivaras são a atração principal. Recentemente foi restaurado e construído 3 pistas bem organizadas para caminhar, correr,", setembro de 2015
Gisa1984,"Niterói, RJ",Ideal para caminhadas,O parque é ideal para caminhadas em dias de sol ou nublados. Oferece amplo espaço para prática de atividades físicas ao ar livre., outubro de 2015
Guilherme Z,"Province of Segovia, Espanha",LINDO!!!,"Um dos melhores lugares em Curitiba para se estar com os amigos e para se exercitar. Enorme, lindo e frio. Recomendo. ", dezembro de 2014
João Acioly,,As famosas capivaras,"Um dos principais cartões postais de Curitiba, o parque Barigui é uma área imensa com opção de lazer para casais, famílias e amigos. Em volta de um lago, os visitantes podem observar o convívio de tartarugas, gansos, aves em geral, por vezes crocodilos e as capivaras, que se", novembro de 2014
Mari S,"Curitiba, PR",Um lugar prazeroso de passar tempo.,"É um lugar bonito para ver a panorama da cidade. Soube que lá pode ver macacos, porém ainda não teve este sorte.", outubro de 2015
Jessica G,"Maceió, AL",lindo um parque,"muito lindo o parque curitiba é um estado diferenciados dos outros ,ele é muito movimentado e a paisagem do lago é muito bonita", janeiro de 2015
RodrigoMorosini,"Curitiba, PR",Obrigatório nos dias de sol de Curitiba,"Tradicional local para lazer ao ar livre dos curitibanos, o Parque Barigui é ótimo para correr, tomar sol ou simplesmente tomar uma cerveja e ver a grama crescer.", fevereiro de 2015
Murilo R,"Florianópolis, SC",Parque com excelente localização,"O Parque Barigui é muito grande, sendo muito bom para caminhar, correr ou apenas andar passeando com a família. Ótimo para que tem criança, pois tem um enorme gramado. A vegetação é muito bonita e do outro lado da rua tem o Shoping Barigui, para lanchar, passear etc. ", dezembro de 2014
piladelfy p,"Curitiba, PR",Muito bom..demais,"Impossível falar de Curitiba sem mencionar parque Barigui.. E muito bom.. Pistas para caminhar, correr, pedalar,contemplar as capivaras, o lago e se der sorte ver o jacaré.., conhecer gente nova, de todas as idades, tomar um caldo de cana, água de coco.., percorrer toda a", outubro de 2015
Natalia F,,Parque mais bonito ,"Parque mais bonito de Curitiba. Muito agradável, limpinho, bem cuidado.  Pistas organizadas separando ciclistas de pedestres. Adorei!", outubro de 2015
Brumaragno,,Ótimo parque para praticar esportes,"Você pode ir correr, caminhar, andar de bicicleta ou simplesmente ir passear no parque. Ele é muito agradável, com bastante verde, tem as capivaras, alguns restaurantes ao redor. Tem 3 pistas com distâncias diferentes.", outubro de 2015
Francisco T,"Curitiba, PR",Um dos parques mais importantes em Curitiba.,"Para quem vem a Curitiba este parque é uma atração obrigatória, além de proporcionar um passei agradável (caminhada, corrida), há muito espaço verde para sentar e relaxar. De segunda a sábado você encontrará um parque mais tranquilo e no domingo um parque mais agitado com muitas", outubro de 2015
Eduardo R,"Curitiba, PR","Muito bom, porém ultimamente anda perigoso!","Bom para uma tarde de sabado ou domingo, ou para uma caminhada no começo da manhã.  Uma pena que aos domingos principalmente há muita marginalidade, e vários assaltos e até sequestros ocorreram no parque ultimamente. Não recomendo mais ir sozinho...   Porém, ainda é uma boa", setembro de 2015
Joseana Ferreir... S,"Ampére, PR",Parque Barigui,"um lugar lindo e ótimo para passear com a família, fazer caminhada, tem uma ótima pista para ciclismo, um lugar muito agradável.", abril de 2015
Natália,"Curitiba, PR",Melhor parque da Cidade,"Na minha opinião é o melhor parque da cidade, é bem grande, é mais voltado para moradores, mas se for turista, vale a pena conhecer, tem o pavilhão de exposições, sempre tem alguma coisa interessante pra visitar. Tem bar e restaurante na beira do lago.", abril de 2015
Paulo Roberto R,,Parque Barigui,"Excelente local para uma bela caminhada ou corrida, com percursos de 3 à 5km rodeado pela natureza e ao centro o lago. O parque possui varias churrasqueiras abertas ao público gratuitamente como também um bom restaurante e quiosques de lanches e bebidas. Uma boa opção de pratica", janeiro de 2015
Landi Terezinha W,"Curitiba, PR",Ótimo lazer.,"Lindo parque com longa pista para ciclismo ou corrida, bem arborizado, um grande lago e conta com um grande pavilhão onde sempre há algum tipo de evento. Ótimo lugar de lazer para toda a familia.", novembro de 2014
Denis F,"Curitiba, PR",Uns dos parques mais bacanas da cidade,Veja a foto desse lugar. De dia ou de noite esses prédios deixa uma pano de fundo muito bacana para o seu passeio. Os finais de semana o negócio ferve com alguns grupos. O meio de semana é galera do esporte e da corrida que manda no parque. Um parque eu fui muitas vezes na minha, abril de 2015
Rogerio R,"Curitiba, PR",UM PARQUE DE VERDADE !,"Limpo, organizado e com uma paisagem muito bonita! O parque conta com aves silvestres e um estenso lago que proporciona uma humidade no ar imcomparavel. Visite-o bem cedo, alem de presenciar o show do cantar dos passaros você poderá desfrutar do ar puro e umido muito agradavel.", outubro de 2015
Tairine,"Blumenau, Brasil",Barigui,"Acabei passando lá por acidente, não estava programado e deu muito certo!! O parque é uma delícia para caminhar, fazer um piquenique ou conhecer um pouquinho mais da cidade :)) Almoçamos em um dos lugares, onde a vista dá pro lago e foi super legal. Tem capivaras, peixes, patos", outubro de 2015
Regina S,"Curitiba, PR",Perfeito!!!!!!,"O parque oferece muita beleza natura, espaço para caminhadas, corrida e bicicleta. Tem churrasqueiras e espaço para pic nic para quem quiser passar o dia, Capivaras, ovelhas, patos (gansos?) e outros animais completam o cenario do lago e a antiga olaria, Academias ao ar livre", outubro de 2015
Maria Inez Abreu,"Curitiba, Parana, Brazil",Nosso parque de (quase) todo dia,"Curitibano que é Curitibano vai com alguma periodicidade ao Barigui. No final de semana os mais ""atletas"" vão pela manhã, os que vão para passear nas tardes. Tem opção para todos os gostos: tem gente que vai para o Bar ao lado da pista de caminhada, tem gente que vai no Bar que", outubro de 2015
Teofilo B,,Bom passeio,Com a família ou com amigos é uma boa opção nos dias ensolarados de Curitiba. O parque pode ser visitado por lazer ou para se fazer exercícios. Cuidado ao passear por dentro da mata., outubro de 2015
Rodr i,"Curitiba, PR",Vou SEMPRE de moto lá,"Local para encontrar amigos e dar risada, beber uma cerveja no bar pequeno que há no farol... amplo espaço para atividades físicas... local para fazer churrasco ...estacionamento muito amplo (ainda sim lotado nos finais de semana) ", outubro de 2015
Ahoeper,"Porto Alegre, RS",Para fazer uma bela caminhada,"Parque bem organizado, limpo, amplo, fácil estacionamento, muito bom para praticar caminhadas ou corridas e levar as crianças para brincarem.", maio de 2015
brunasscarvalho,"Brasília, DF",Lindo parque,"O parque é uma gracinha, lugar onde os curitibanos vão para descansar e praticar atividades físicas.", junho de 2015
Luiz M,Brasil,Parque Barigui,"Grande área de matas e parque com lagos.  Muito procurado por curitibanos e turistas.  Tem locais de exposições de carros, inclusive uma limousine Itamarati e carros anteriores a 1950.  Tem um grande Shoppin, O Shopping Barigui. Fácikl acesso.", outubro de 2015
Hariton R,"Araucária, PR",Beleza urbana,"Colírio para os olhos em meio a paisagem urbana, muito verde, bom para caminhada, fotos e sempre conta com eventos.", outubro de 2015
Muhammad A,,Calma!,"A exemplo de outros parques em Curitiba o Parque Barigui é um excelente lugar para caminhada, brincar com as crianças, passear com o cachorro, enfim um lugar para relaxar.", maio de 2015
Tatiornelas,"Brasília, DF",Lugar bonito e agradável,"O parque é lindo, bem gostoso para caminhada. Vale a pena comprar o ticket da jardineira de city tour e explorar esse e outros pontos turísticos da capital. É tudo perto e em um período do dia é possível conhecer tudo.", junho de 2015
Luana da Silva G,"Curitiba, PR","Parque, capivaras e um excelente passeio!","O Parque Barigui fica de fácil acesso com o transporte público. A linha de turismo passa por ele mas vale a pena usar o ticket para descer em outros pontos turísticos.  Se estiver no Centro de Curitiba, é possível pegar a linha Centenário/Campo Comprido (sentido campo comprido),", setembro de 2015
LucianaGig,"São Paulo, SP",Bonito e bem cuidado,"Achei o parque bem cuidado e bem localizado, gostei mais ainda de saber um pouco da história dele, era uma região que alagava com frequencia e o governo na época optou por fazer o parque no intuito de evitar alagamentos e hoje uma área nobre de Curitiba...", outubro de 2015
SUZISUELI,"Curitiba, PR",EXCELENTE PARQUE EM CURITIBA,"Com muitos metros quadrados de verde, este espaço limpo e arborizado, é um dos mais lindos parques da cidade, oferece pistas bem sinalizadas e de fácil acesso, para prática de esportes e exercícios como correr, andar, pedalar, skate e outros.  Oferece gratuitamente durante a", outubro de 2015
eeosquick,"Nova Lima, MG",grande e elegante,"é um dos maiores da cidade, nos finais de semana enche com pessoas andando, correndo, pedalando e passeando com seus animais. Muito lindo", novembro de 2014
Beatriz M,,A praia do curitibano...,"O Parque Barigui está sempre cheio de gente, sejam praticantes de corrida, bicicleta, skate ou roller, sejam pessoas brincando com seus filhos ou cachorros. O local tem lanchonetes e restaurantes, além de churrasqueiras onde se pode assar um churrasco com os amigos. Além disso,", outubro de 2015
antonioborgesdosreis,Curitiba,Harmonia entre Natureza e Moradias,O Parque Barigui é um excelente local para fazer caminhadas descontraídas e curtir a natureza observando os mais variados tipos de aves e animais que vivem soltos por lá. , julho de 2015
Patriciafig,"Bragança Paulista, SP",Parque da cidade,"O Parque Barigui é um dos símbolos da cidade de Curitiba. Lá o pessoal vai pra passear, correr, praticar esportes e até fazer um happy hour. Nos fins de semana de sol o parque costuma ficar bem cheio.", maio de 2015
RuthItaliana,"Peruíbe, SP",Muito divertido,"Lugar que VC pode andar, correr, fazer todos os exercícios, principalmente andar de bike! Tem as faixas e elas são respeitadas, e ainda tem espaço pra fazer um churrasco!!", outubro de 2015
ValeskaBraga,"Teresópolis, RJ",Parque Barigui,"O Parque Barigui e um dos pontos mais lindos da cidade, muito grande e arborizado, com lago, é ótimo para o lazer e práticas de esportes. ", novembro de 2014
Guilherme,"Londrina, PR",O Paraíso é aqui?,"Que maravilhoso este lugar... muito limpo, com várias atividades ao ar livre. Animais como capivaras, pássaros entre outros bichos circulam livremente. Uma experiência muito boa pela interação com a natureza. Ótimo para fazer caminhadas e corridas. Diversão garantida para a", outubro de 2015
Marcio Trindade,,ótimo local pra se exercitar,"um lugar delicioso para uma caminhada, seja no início ou fim do dia. Muita gente bonita e em sua grande maioria com o mesmo propósito, de fazer uma atividade física. Com exceção do fim de semana, onde o parque fica muito cheio de pessoas que vão ali panas para um passeio e", outubro de 2015
Neiry,"Aparecida de Goiânia, GO",Lindo,"O Parque Barigui é lindo, bom para fazer uma caminhada, andar de bicicleta, meditar, passear com os bichinhos de estimação e outras atividade. Recomendo!", maio de 2015
Robson_Mkt,"Itapeva, SP",Ótimo para caminhar,"Aso domingos o parque bomba, lotado de pessoas a tarde, ótimo para correr e andar de patins, ou simplesmente para ver o movimento.", julho de 2015
Suelen Cristina L,"Colombo, PR",Parque Barigui,"É mais um dos maravilhosos e lindos pontos turísticos e parque de Curitiba, rico em lagos e sempre tem eventos no parque por um dos mais conhecidos da região.", novembro de 2014
Aressa B,"Bauru, SP",Ótimo passeio ao ar livre,"Mais um parque de se tirar o chapéu em Curitiba. Enorme, com pista para bike, patins e skate, pista para corrida e outra apenas para caminhada, grande lago, com animais soltos como capivara, pato aves diversas. Lanchonetes, restaurantes, banheiros, ótima estrutura.", outubro de 2015
Edgarfirme,"Belo Horizonte, MG",Parque nota 10,"É um parque excelente para pessoas de qualquer idade, lugar para relaxamento e contemplação da natureza.Atração imperdível para quem for a Curitiba", setembro de 2015
Piity M,"Curitiba, PR",Muito bonito,"Local interessante para ir com a família,  ótimo para ler um livro! Para corridas com amigos também é legal! Recomendo ", dezembro de 2014
Gisele C,"Porto Alegre, RS",Parque,"Lindo como os outros parques de Curitiba, lá os animais estão soltos porque tem um lago. O parque oferece possibilidades de lanches, e atividades desportivas.", outubro de 2015
